route_id,assigned_station,sequence,cluster_id,centroid_lat,centroid_lng,roi_score,route_reward,violation_count,road_class,lcle_pct,bci,persistence,recurrence,peak_window,classification,review_required,routing_source,nearest_node_from,nearest_node_to,estimated_leg_km,estimated_leg_minutes,cumulative_minutes,recommended_action
ROUTE_BANASWADI_001,BANASWADI,7,C_148,13.021336,77.638941,42.8967,0.2724,18,residential,20.4155,0.028322984794198685,3.5,0.3913,09:00-11:00,SEASONAL,True,graph,10074471230.0,353196467.0,2.4285,3.9928,102.09,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_BANASWADI_001,BANASWADI,8,C_870,13.002025,77.632763,42.1587,0.2654,28,primary,21.417,0.005385337383164819,7.5,0.2609,10:00-12:00,RESPONSIVE,True,graph,353196467.0,3367402686.0,3.1728,4.5523,116.64,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,1,C_12,12.94405,77.571124,91.9742,0.661,1900,tertiary,64.462,0.0075660032093204585,125.5,1.0,10:00-12:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,2,C_6,12.941649,77.5671,91.3284,0.5985,396,tertiary,22.0988,0.05245591393787123,46.5,1.0,03:00-05:00,STRUCTURAL,True,graph,248808934.0,1836940126.0,0.4732,0.7191,20.72,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,3,C_481,12.944024,77.573075,80.1661,0.5889,184,tertiary,62.8258,0.01424229903910769,17.5,0.8261,04:00-06:00,STRUCTURAL,False,graph,1836940126.0,447035803.0,0.8893,1.3498,32.07,Recurring patrol + towing support + signage/infra review
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,4,C_856,12.940324,77.572943,71.9557,0.495,118,primary,30.6473,0.010076472675857725,23.0,0.3478,04:00-06:00,STRUCTURAL,False,graph,447035803.0,1559365115.0,0.7287,1.0162,43.09,Recurring patrol + towing support + signage/infra review
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,5,C_297,12.948135,77.580007,78.9668,0.504,148,tertiary,42.3541,0.026625818696735658,15.0,0.6087,02:00-04:00,RESPONSIVE,False,graph,1559365115.0,7287215963.0,1.4149,2.0302,55.12,Targeted short-term patrol during peak window
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,6,C_526,12.938769,77.578378,69.0037,0.4314,28,secondary,25.1005,0.069254135279756,7.5,0.2174,05:00-07:00,RESPONSIVE,True,graph,7287215963.0,2227583863.0,1.1023,1.8014,66.92,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,7,C_525,12.939712,77.576896,51.2915,0.3755,23,tertiary,60.4261,0.012679635943021952,4.5,0.3043,11:00-13:00,RESPONSIVE,True,graph,2227583863.0,248810771.0,0.4202,0.6252,77.54,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BASAVANAGUDI_001,BASAVANAGUDI,8,C_122,12.938022,77.57692,41.5129,0.3805,153,tertiary,67.0882,0.0002516790818261501,28.0,0.913,06:00-08:00,STRUCTURAL,True,graph,248810771.0,249774980.0,0.1598,0.2429,87.78,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BELLANDUR_001,BELLANDUR,1,C_104,12.927393,77.679821,99.4465,0.7956,1090,trunk,44.9499,0.6260350378200992,108.5,0.9565,02:00-04:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BELLANDUR_001,BELLANDUR,2,C_430,12.92821,77.680962,93.8192,0.6905,23,trunk,24.9034,0.6838690773313817,8.0,0.3478,04:00-06:00,RESPONSIVE,True,graph,2387407562.0,10056058174.0,0.1241,0.1241,20.12,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BELLANDUR_001,BELLANDUR,3,C_565,12.926678,77.677832,85.7011,0.6656,33,trunk,54.9563,0.556690272746187,9.5,0.0435,02:00-04:00,RESPONSIVE,False,graph,10056058174.0,6142233157.0,1.5911,2.2475,32.37,Targeted short-term patrol during peak window
ROUTE_BELLANDUR_001,BELLANDUR,4,C_151,12.920772,77.665359,93.9114,0.674,190,tertiary,22.1954,0.3672533841118337,13.5,0.8696,06:00-08:00,STRUCTURAL,False,graph,6142233157.0,9828511707.0,2.7125,4.1377,46.51,Recurring patrol + towing support + signage/infra review
ROUTE_BELLANDUR_001,BELLANDUR,5,C_26,12.921541,77.665442,89.5756,0.6209,47,tertiary,41.0678,0.3312015989954532,8.0,0.3913,11:00-13:00,RESPONSIVE,False,graph,9828511707.0,3870651477.0,0.1458,0.2195,56.73,Targeted short-term patrol during peak window
ROUTE_BELLANDUR_001,BELLANDUR,6,C_120,12.916821,77.67328,83.9483,0.5478,98,primary,15.9581,0.057733687357131885,12.5,0.8261,10:00-12:00,STRUCTURAL,False,graph,3870651477.0,12279397378.0,1.1308,1.4065,68.14,Recurring patrol + towing support + signage/infra review
ROUTE_BELLANDUR_001,BELLANDUR,7,C_143,12.925971,77.676489,69.1882,0.5217,647,tertiary,58.613,0.0013313205915547338,53.5,0.9565,04:00-06:00,STRUCTURAL,True,graph,12279397378.0,12506414299.0,2.4078,2.8314,80.97,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BELLANDUR_001,BELLANDUR,8,C_144,12.912739,77.680433,73.7085,0.4408,58,primary,20.6473,0.019351706798045137,11.0,0.6522,09:00-11:00,SEASONAL,False,graph,12506414299.0,6130070511.0,3.0534,4.7389,95.71,Weekend/day-specific patrol during predicted peak window
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,1,C_18,12.953188,77.54228,99.3542,0.726,1602,trunk,45.1272,0.27356317574687516,128.0,1.0,01:00-03:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,2,C_277,12.955764,77.546125,94.2804,0.6207,86,trunk,34.7155,0.24815359927955052,9.0,0.6957,04:00-06:00,RESPONSIVE,False,graph,11900286915.0,11688206892.0,0.5916,0.8877,20.89,Targeted short-term patrol during peak window
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,3,C_462,12.954443,77.544151,80.9963,0.5461,23,tertiary,32.9588,0.2550201102352599,3.5,0.4783,01:00-03:00,RESPONSIVE,True,graph,11688206892.0,1833036999.0,0.3115,0.4675,31.36,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,4,C_415,12.95148,77.539823,79.797,0.5645,26,residential,65.4338,0.13613165517997364,4.5,0.4783,01:00-03:00,RESPONSIVE,True,graph,1833036999.0,2221142348.0,0.6027,0.8256,42.18,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,5,C_419,12.956582,77.518573,98.0627,0.7036,275,secondary,30.8664,0.3194949834474247,73.5,0.8261,12:00-14:00,STRUCTURAL,False,graph,2221142348.0,308063937.0,3.1654,4.4592,56.64,Recurring patrol + towing support + signage/infra review
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,6,C_692,12.958245,77.519119,87.6384,0.6134,158,tertiary,39.4636,0.108484836142649,10.5,0.6957,11:00-13:00,STRUCTURAL,False,graph,308063937.0,11727973835.0,0.2058,0.3025,66.94,Recurring patrol + towing support + signage/infra review
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,7,C_352,12.935519,77.517988,91.7897,0.5765,165,secondary,30.8378,0.12216060122760054,18.5,0.6087,07:00-09:00,RESPONSIVE,False,graph,11727973835.0,699704182.0,3.5564,4.1299,81.07,Targeted short-term patrol during peak window
ROUTE_BYATARAYANAPURA_001,BYATARAYANAPURA,8,C_458,12.936321,77.517865,88.4686,0.539,124,trunk,25.2387,0.06944599502291031,13.5,0.7391,12:00-14:00,SEASONAL,False,graph,699704182.0,1487973938.0,0.6692,1.1347,92.21,Weekend/day-specific patrol during predicted peak window
ROUTE_CHAMARAJPET_001,CHAMARAJPET,1,C_91,12.977114,77.570764,95.8487,0.6704,1494,primary,55.6877,0.023356306283366025,90.5,1.0,07:00-09:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,2,C_0_6,12.967973,77.574652,81.5498,0.5958,1155,tertiary,60.9197,0.0026064689886153925,97.0,0.9565,11:00-13:00,STRUCTURAL,True,graph,12121597668.0,12153053317.0,1.2414,2.1374,22.14,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,3,C_9,12.95791,77.567371,68.9114,0.4517,89,secondary,45.7027,0.018421167012611313,9.5,0.3478,11:00-13:00,RESPONSIVE,False,graph,12153053317.0,429853350.0,1.6568,2.4642,34.6,Targeted short-term patrol during peak window
ROUTE_CHAMARAJPET_001,CHAMARAJPET,4,C_1000,12.961176,77.56156,37.9151,0.3619,16,residential,100.0,0.015078632467106402,8.0,0.0435,03:00-05:00,SEASONAL,True,graph,429853350.0,957050161.0,0.9311,1.5242,46.13,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,5,C_257,12.960342,77.562306,45.1107,0.3386,21,secondary,58.6666,0.011241721142324317,5.0,0.1304,02:00-04:00,SEASONAL,True,graph,957050161.0,249081147.0,0.0971,0.1475,56.27,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,6,C_947,12.958627,77.567317,38.0996,0.3,15,secondary,58.205,0.014947508276577696,3.0,0.087,10:00-12:00,SEASONAL,True,graph,249081147.0,429853348.0,0.7489,1.1481,67.42,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,7,C_258,12.960301,77.562823,36.7159,0.2658,21,secondary,41.0203,0.011241721142324317,2.5,0.1739,00:00-02:00,RESPONSIVE,True,graph,429853348.0,493069040.0,0.6149,0.9093,78.33,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CHAMARAJPET_001,CHAMARAJPET,8,C_511,12.968044,77.570228,35.5166,0.2337,28,secondary,24.7559,0.005321293514992757,3.0,0.4348,07:00-09:00,RESPONSIVE,True,graph,493069040.0,429726447.0,1.598,2.7611,91.09,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,1,C_862,13.048905,77.497977,69.0959,0.4495,26,tertiary,37.392,0.06456371102134185,9.5,0.1739,06:00-08:00,RESPONSIVE,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,2,C_833,13.049819,77.507618,56.6421,0.3431,20,primary,17.1807,0.02799913382395812,5.0,0.3043,13:00-15:00,RESPONSIVE,True,graph,12155309919.0,2247896812.0,1.399,1.9655,21.97,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,3,C_165,13.055002,77.507613,30.7196,0.2595,82,primary,26.6614,0.0005469087641014114,8.5,0.6957,11:00-13:00,STRUCTURAL,False,graph,2247896812.0,2248441184.0,0.6024,0.7259,32.69,Recurring patrol + towing support + signage/infra review
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,4,C_106,13.045436,77.521832,37.0849,0.2492,21,residential,27.9912,0.016033469977000087,2.5,0.4348,12:00-14:00,RESPONSIVE,True,graph,2248441184.0,6180287672.0,2.2336,3.371,46.06,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,5,C_82,13.04892,77.496991,30.9041,0.2702,71,trunk,33.1431,0.00043017972373205897,9.5,0.6522,11:00-13:00,STRUCTURAL,False,graph,6180287672.0,1054665144.0,8.6132,9.632,65.69,Recurring patrol + towing support + signage/infra review
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,6,C_850,13.04539,77.508117,13.4686,0.1248,18,tertiary,33.6597,0.0010508240589465552,2.0,0.3043,02:00-04:00,SEASONAL,True,graph,1054665144.0,9845753067.0,1.4431,1.6734,77.37,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,7,C_999,13.045265,77.508468,9.9631,0.1087,17,tertiary,35.7328,0.0010508240589465552,3.5,0.087,07:00-09:00,SEASONAL,True,graph,9845753067.0,10845802264.0,1.2999,1.6811,89.05,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
ROUTE_CHIKKABANAVARA_001,CHIKKABANAVARA,8,C_61,13.050224,77.494681,5.9963,0.0877,38,tertiary,36.298,3.081642845684766e-05,6.5,0.6087,02:00-04:00,RESPONSIVE,False,graph,10845802264.0,13272617071.0,3.1962,5.1552,104.2,Targeted short-term patrol during peak window
ROUTE_CHIKKAJALA_001,CHIKKAJALA,1,C_171,13.185431,77.679948,75.2768,0.6275,4437,residential,100.0,0.0004657463536303624,240.5,1.0,05:00-07:00,STRUCTURAL,True,start,,,0.0,0.0,10.0,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CHIKKAJALA_001,CHIKKAJALA,2,C_17,13.191255,77.646236,45.2952,0.453,927,residential,100.0,0.00015408214228423834,69.5,0.9565,01:00-03:00,STRUCTURAL,True,graph,7279238443.0,9994776748.0,6.0341,6.0995,26.1,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CHIKKAJALA_001,CHIKKAJALA,3,C_378,13.121887,77.630921,76.7528,0.5312,220,primary,37.695,0.0035737916540034944,33.5,0.8696,13:00-15:00,STRUCTURAL,False,graph,9994776748.0,7357508050.0,9.8476,10.4759,46.58,Recurring patrol + towing support + signage/infra review
ROUTE_CHIKKAJALA_001,CHIKKAJALA,4,C_358,13.183891,77.686288,30.8118,0.3204,77,residential,100.0,0.0004657463536303624,16.0,0.3913,04:00-06:00,RESPONSIVE,False,graph,7357508050.0,562174908.0,12.2976,18.307,74.88,Targeted short-term patrol during peak window
ROUTE_CHIKKAJALA_001,CHIKKAJALA,5,C_360,13.183526,77.682484,27.7675,0.272,60,residential,79.0543,0.0004657463536303624,11.5,0.5217,04:00-06:00,RESPONSIVE,False,graph,562174908.0,7279279789.0,1.4419,2.1106,86.99,Targeted short-term patrol during peak window
ROUTE_CHIKKAJALA_001,CHIKKAJALA,6,C_853,13.183353,77.683746,20.7565,0.2294,34,residential,76.4759,0.0004657463536303624,9.5,0.3043,04:00-06:00,RESPONSIVE,False,graph,7279279789.0,7279279789.0,0.0,0.0,96.99,Targeted short-term patrol during peak window
ROUTE_CHIKKAJALA_001,CHIKKAJALA,7,C_480,13.18695,77.68135,24.262,0.2441,44,residential,73.3767,0.0004657463536303624,10.0,0.4348,04:00-06:00,RESPONSIVE,False,graph,7279279789.0,12241122172.0,0.5385,1.1413,108.13,Targeted short-term patrol during peak window
ROUTE_CHIKKAJALA_001,CHIKKAJALA,8,C_397,13.184286,77.690182,15.8672,0.2178,22,residential,86.7291,0.0004657463536303624,7.5,0.1739,05:00-07:00,RESPONSIVE,True,graph,12241122172.0,562174948.0,1.3146,2.2466,120.38,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
ROUTE_CITY_MARKET_001,CITY MARKET,1,C_0_0,12.964367,77.576704,99.9077,0.7779,10667,primary,75.6242,0.11749300074346775,742.0,1.0,01:00-03:00,STRUCTURAL,False,start,,,0.0,0.0,10.0,Recurring patrol + towing support + signage/infra review
ROUTE_CITY_MARKET_001,CITY MARKET,2,C_0_3,12.966909,77.578162,94.7417,0.6634,899,tertiary,54.2176,0.036899985824707895,66.0,0.9565,10:00-12:00,STRUCTURAL,True,graph,9355575100.0,320647360.0,0.2924,0.8558,20.86,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CITY_MARKET_001,CITY MARKET,3,C_0_33,12.963784,77.578331,91.2362,0.5748,139,trunk,26.4423,0.1639939194815751,11.5,0.5217,08:00-10:00,SEASONAL,False,graph,320647360.0,10024065104.0,0.4528,0.9106,31.77,Weekend/day-specific patrol during predicted peak window
ROUTE_CITY_MARKET_001,CITY MARKET,4,C_564,12.965721,77.574651,77.6753,0.5714,88,residential,59.6705,0.019558743316753148,15.0,0.8261,00:00-02:00,STRUCTURAL,False,graph,10024065104.0,6968290017.0,0.7665,1.6209,43.39,Recurring patrol + towing support + signage/infra review
ROUTE_CITY_MARKET_001,CITY MARKET,5,C_0_10,12.963333,77.581016,79.9815,0.558,480,primary,43.4892,0.004115711918449362,37.0,0.913,09:00-11:00,STRUCTURAL,True,graph,6968290017.0,1836983539.0,1.2988,2.1713,55.56,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CITY_MARKET_001,CITY MARKET,6,C_0_15,12.963449,77.579179,69.3727,0.487,145,primary,35.7837,0.004786913906703363,15.0,0.7826,11:00-13:00,STRUCTURAL,False,graph,1836983539.0,429001182.0,0.248,0.2961,65.85,Recurring patrol + towing support + signage/infra review
ROUTE_CITY_MARKET_001,CITY MARKET,7,C_81,12.95968,77.577068,56.4576,0.5179,2187,tertiary,100.0,0.00010921868639521201,133.0,1.0,11:00-13:00,STRUCTURAL,True,graph,429001182.0,7146883208.0,0.6377,0.9423,76.8,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
ROUTE_CITY_MARKET_001,CITY MARKET,8,C_585,12.954548,77.583685,76.476,0.5055,30,primary,42.7174,0.10271037927602075,5.0,0.1739,03:00-05:00,RESPONSIVE,False,graph,7146883208.0,10107939610.0,1.81,2.4897,89.29,Targeted short-term patrol during peak window
