cluster_id,centroid_lat,centroid_lng,assigned_station,border_flag,road_class,road_width_m,osm_coverage,violation_count,vehicle_mix,lcle_pct,bci,persistence,recurrence,peak_window,roi_score,classification,recommended_action
C_126,12.930380187217791,77.68543168893206,HAL OLD AIRPORT,0,trunk_link,3.0,1,939,"CAR:349,PASSENGER AUTO:301,MAXI-CAB:163,SCOOTER:48,MOTOR CYCLE:47,LGV:11,GOODS AUTO:7,VAN:3,TRACTOR:3,OTHERS:2,TEMPO:2,MOPED:2,JEEP:1",100.0,0.38128168201053786,152.0,0.9565217391304348,08:00-10:00,99.5387,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_17,13.191255339244876,77.64623646348437,CHIKKAJALA,0,residential,3.5,0,927,"CAR:652,MAXI-CAB:165,SCOOTER:34,MOTOR CYCLE:33,LGV:11,HGV:8,PASSENGER AUTO:6,PRIVATE BUS:6,VAN:4,TEMPO:4,OTHERS:2,JEEP:1,LORRY/GOODS VEHICLE:1",100.0,0.00015408214228423834,69.5,0.9565217391304348,01:00-03:00,45.2952,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_0_53,12.9703921,77.57506409999999,CITY MARKET,0,residential,3.5,0,11,"PASSENGER AUTO:10,TEMPO:1",100.0,0.0002672341610091218,5.5,0.043478260869565216,05:00-07:00,5.2583,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_908,13.007368386666663,77.69279398666667,K.R. PURA,0,tertiary,4.0,0,15,"CAR:6,LGV:3,SCOOTER:2,HGV:2,VAN:1,PASSENGER AUTO:1",100.0,0.04138204359769896,5.5,0.043478260869565216,03:00-05:00,50.369,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_972,12.884524457438493,77.60199120637351,HULIMAVU,0,secondary,5.5,0,15,"PRIVATE BUS:5,MAXI-CAB:4,CAR:3,VAN:2,SCOOTER:1",100.0,0.038554641653079216,7.5,0.043478260869565216,03:00-05:00,59.8708,SEASONAL,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
C_659,12.990502221621623,77.61212525405405,PULIKESHINAGAR(F.TOWN),0,residential,3.5,0,111,"CAR:79,PASSENGER AUTO:14,LGV:10,GOODS AUTO:6,SCOOTER:2",100.0,0.0016328543289629933,14.0,0.21739130434782608,03:00-05:00,37.3616,RESPONSIVE,Targeted short-term patrol during peak window
C_81,12.959679943667124,77.57706802153636,CITY MARKET,0,tertiary,4.0,0,2187,"SCOOTER:628,PASSENGER AUTO:354,LGV:307,GOODS AUTO:277,CAR:245,MOTOR CYCLE:162,PRIVATE BUS:72,LORRY/GOODS VEHICLE:31,MINI LORRY:25,TOURIST BUS:19,MOPED:16,HGV:14,VAN:12,JEEP:11,MAXI-CAB:7,TEMPO:4,OTHERS:1,TANKER:1,FACTORY BUS:1",100.0,0.00010921868639521201,133.0,1.0,11:00-13:00,56.4576,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_682,12.992607810344827,77.61209062413793,PULIKESHINAGAR(F.TOWN),0,tertiary,3.0,1,29,"CAR:21,SCOOTER:3,LGV:3,PASSENGER AUTO:2",100.0,0.0074368721666244406,8.0,0.13043478260869565,11:00-13:00,47.6015,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_696,13.039525678571426,77.5184660642857,PEENYA,0,trunk_link,3.5,0,28,"BUS (BMTC/KSRTC):12,CAR:5,LGV:3,MOTOR CYCLE:2,PRIVATE BUS:2,PASSENGER AUTO:2,MAXI-CAB:1,TEMPO:1",100.0,0.14923392038254643,9.5,0.21739130434782608,04:00-06:00,90.8672,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_685,12.943697153333336,77.58598985333334,WILSON GARDEN,0,residential,3.5,0,15,"CAR:12,SCOOTER:2,PASSENGER AUTO:1",99.86975429649263,0.0035708745333801186,4.5,0.08695652173913043,07:00-09:00,23.524,SEASONAL,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
C_394,13.050200197737556,77.59282333755657,KODIGEHALLI,0,trunk_link,3.0,1,221,"CAR:150,PASSENGER AUTO:21,MAXI-CAB:13,MOTOR CYCLE:12,SCOOTER:10,VAN:4,TEMPO:3,JEEP:2,PRIVATE BUS:2,LGV:2,SCHOOL VEHICLE:1,MOPED:1",98.33248074825022,0.27494286519702926,25.0,0.8695652173913043,02:00-04:00,98.155,STRUCTURAL,Recurring patrol + towing support + signage/infra review
C_274,12.946629288874917,77.69884926026786,HAL OLD AIRPORT,0,tertiary,3.0,1,39,"CAR:31,MOTOR CYCLE:3,MAXI-CAB:3,VAN:1,HGV:1",98.29246238151612,0.10612811735469374,7.5,0.34782608695652173,08:00-10:00,86.2546,RESPONSIVE,Targeted short-term patrol during peak window
C_988,13.032929827272728,77.62725747727272,K.G. HALLI,0,residential,3.5,0,22,"CAR:20,MAXI-CAB:2",97.7226591057714,0.00023439913733066503,5.0,0.17391304347826086,02:00-04:00,10.6089,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_27_0,12.981531893107459,77.60912767442262,SHIVAJINAGAR,0,tertiary,6.0,1,17825,"SCOOTER:6231,PASSENGER AUTO:5344,CAR:3743,MOTOR CYCLE:1880,MAXI-CAB:241,LGV:162,GOODS AUTO:62,MOPED:55,VAN:23,TEMPO:22,JEEP:21,OTHERS:12,LORRY/GOODS VEHICLE:11,PRIVATE BUS:8,HGV:4,MINI LORRY:3,SCHOOL VEHICLE:1,TANKER:1,TOURIST BUS:1",96.94568383828329,0.002138059668907601,1786.0,1.0,10:00-12:00,97.2325,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_521,13.020102761904766,77.53189023095237,RAJAJINAGAR,0,residential,3.5,0,42,"CAR:20,MAXI-CAB:8,LORRY/GOODS VEHICLE:5,LGV:5,HGV:2,PASSENGER AUTO:1,GOODS AUTO:1",96.0035226872652,3.1107644926821825e-05,9.5,0.43478260869565216,03:00-05:00,8.3026,RESPONSIVE,Targeted short-term patrol during peak window
C_325,12.99924996539548,77.56941672161017,MALLESHWARAM,0,tertiary,4.0,0,708,"CAR:379,PASSENGER AUTO:226,SCOOTER:66,MOTOR CYCLE:23,VAN:5,OTHERS:3,LORRY/GOODS VEHICLE:2,GOODS AUTO:2,LGV:2",95.54605393357713,0.0026327643026243896,78.5,0.9130434782608695,07:00-09:00,83.1181,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_933,13.184136500000001,77.68801605,CHIKKAJALA,0,residential,3.5,0,16,CAR:16,94.928229797057,0.0004657463536303624,4.5,0.13043478260869565,04:00-06:00,11.5314,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_424,12.990682759340658,77.60077731648352,SHIVAJINAGAR,0,tertiary,4.0,0,91,"CAR:28,LGV:25,PASSENGER AUTO:16,MAXI-CAB:16,LORRY/GOODS VEHICLE:3,GOODS AUTO:1,OTHERS:1,SCOOTER:1",93.70689564392072,0.010441781303919744,17.5,0.43478260869565216,03:00-05:00,75.9225,RESPONSIVE,Targeted short-term patrol during peak window
C_60,13.00568279951441,77.68577535574424,K.R. PURA,0,tertiary,4.0,0,1276,"CAR:472,SCOOTER:360,MOTOR CYCLE:185,PASSENGER AUTO:149,TEMPO:42,VAN:19,BUS (BMTC/KSRTC):19,MAXI-CAB:12,LGV:6,TANKER:2,OTHERS:2,MOPED:2,PRIVATE BUS:2,JEEP:2,SCHOOL VEHICLE:1,LORRY/GOODS VEHICLE:1",92.75801226561543,0.03766882153318961,96.5,0.9565217391304348,10:00-12:00,96.679,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_840,12.991744342553195,77.6530680106383,BANASWADI,0,secondary,5.5,0,47,CAR:47,92.07525982123758,0.0005289909170739619,23.5,0.08695652173913043,07:00-09:00,28.5055,RESPONSIVE,Targeted short-term patrol during peak window
C_906,13.175549975,77.635487625,CHIKKAJALA,0,residential,3.5,0,16,"CAR:14,MOTOR CYCLE:1,JEEP:1",91.30249879786385,3.118220208838295e-05,5.5,0.08695652173913043,11:00-13:00,1.7528,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_22,13.010571767568162,77.55388194226033,MALLESHWARAM,0,secondary,6.5,1,9096,"CAR:4008,SCOOTER:1793,PASSENGER AUTO:1641,MOTOR CYCLE:942,MAXI-CAB:450,JEEP:51,LGV:49,TANKER:43,GOODS AUTO:24,VAN:23,LORRY/GOODS VEHICLE:20,MOPED:10,TEMPO:9,OTHERS:7,HGV:7,PRIVATE BUS:6,TOURIST BUS:5,MINI LORRY:4,BUS (BMTC/KSRTC):3,SCHOOL VEHICLE:1",91.13414290573097,0.14067118282541152,728.0,1.0,10:00-12:00,99.8155,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_365,12.875531913043478,77.64826194782609,HULIMAVU,0,residential,3.5,0,161,"CAR:52,SCHOOL VEHICLE:20,LORRY/GOODS VEHICLE:19,FACTORY BUS:19,LGV:17,PASSENGER AUTO:10,MAXI-CAB:9,PRIVATE BUS:7,HGV:2,MOTOR CYCLE:2,TEMPO:1,TANKER:1,SCOOTER:1,GOODS AUTO:1",90.3613691005358,0.0007468293106469452,17.5,0.782608695652174,03:00-05:00,44.3727,STRUCTURAL,Recurring patrol + towing support + signage/infra review
C_989,12.966822620833334,77.65851329166667,JEEVANBHEEMANAGAR,0,residential,3.5,0,24,"CAR:12,SCOOTER:6,MAXI-CAB:3,MOTOR CYCLE:3",89.45842922011752,0.004635084400712635,11.0,0.08695652173913043,08:00-10:00,35.3321,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_915,12.944554913333333,77.52707566000001,BYATARAYANAPURA,0,residential,3.5,0,15,"TEMPO:6,LGV:3,MAXI-CAB:3,PASSENGER AUTO:3",89.03683531694571,0.0005744109577814847,3.0,0.17391304347826086,03:00-05:00,11.9004,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_681,12.973548192307693,77.57423220384615,UPPARPET,0,residential,3.5,0,26,"SCOOTER:9,CAR:7,PASSENGER AUTO:3,MOTOR CYCLE:2,LGV:2,MAXI-CAB:2,GOODS AUTO:1",88.75289458344369,0.000431834547895237,6.5,0.13043478260869565,05:00-07:00,12.7306,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_970,12.910650697222227,77.57360226111112,J.P. NAGAR,0,residential,3.5,0,36,"GOODS AUTO:29,CAR:2,LGV:2,TEMPO:2,MOTOR CYCLE:1",88.34924636759457,0.00028415448960844667,15.0,0.17391304347826086,03:00-05:00,17.1587,SEASONAL,Weekend/day-specific patrol during predicted peak window
C_759,13.00140593902439,77.59540036829269,R.T. NAGAR,0,residential,3.5,0,41,"SCOOTER:19,CAR:16,MOTOR CYCLE:4,MOPED:1,PASSENGER AUTO:1",88.14682436326281,0.00036039675194974636,8.0,0.043478260869565216,09:00-11:00,7.4723,RESPONSIVE,Targeted short-term patrol during peak window
C_1016,12.972242735294117,77.63115989411766,HALASUR,0,residential,3.5,0,17,"MOTOR CYCLE:7,SCOOTER:5,CAR:4,HGV:1",87.92559465196733,0.0017366104450121595,7.5,0.043478260869565216,11:00-13:00,15.0369,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_173,12.84190787359102,77.6458057678966,ELECTRONIC CITY,0,residential,3.5,0,1959,"SCOOTER:742,MOTOR CYCLE:605,CAR:380,LGV:109,PASSENGER AUTO:50,MAXI-CAB:22,TANKER:21,VAN:10,GOODS AUTO:8,HGV:3,PRIVATE BUS:3,LORRY/GOODS VEHICLE:2,MOPED:2,OTHERS:1,TEMPO:1",87.61688637758306,0.0,310.0,1.0,12:00-14:00,0.369,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_964,12.960982104347826,77.55093652608696,MAGADI ROAD,0,tertiary,4.0,0,23,"CAR:17,LGV:3,GOODS AUTO:2,SCOOTER:1",87.38232549525529,0.01669593131511495,5.5,0.13043478260869565,04:00-06:00,51.1993,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_404,12.94549378541486,77.69803868000895,HAL OLD AIRPORT,0,tertiary,3.0,1,73,"MAXI-CAB:37,CAR:17,PASSENGER AUTO:8,MOTOR CYCLE:5,SCOOTER:2,VAN:2,SCHOOL VEHICLE:1,HGV:1",87.36235037654345,0.07449006204135514,16.5,0.6956521739130435,06:00-08:00,92.8044,RESPONSIVE,Targeted short-term patrol during peak window
C_580,13.008734020588237,77.52702513382353,RAJAJINAGAR,0,tertiary,4.0,0,68,"CAR:35,LGV:22,HGV:5,PASSENGER AUTO:3,GOODS AUTO:2,VAN:1",87.04904128180266,0.0030637834375645662,14.5,0.4782608695652174,11:00-13:00,60.1476,RESPONSIVE,Targeted short-term patrol during peak window
C_397,13.184286495454547,77.69018176818183,CHIKKAJALA,0,residential,3.5,0,22,CAR:22,86.72908904075463,0.0004657463536303624,7.5,0.17391304347826086,05:00-07:00,15.8672,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_770,12.944165130769232,77.52667333846153,BYATARAYANAPURA,0,residential,3.5,0,26,"PASSENGER AUTO:7,MAXI-CAB:6,CAR:4,VAN:2,GOODS AUTO:2,OTHERS:1,MOTOR CYCLE:1,PRIVATE BUS:1,HGV:1,TEMPO:1",86.6420769464019,0.00027258380091281693,10.0,0.21739130434782608,03:00-05:00,15.3137,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_605,12.96083106711602,77.52825387231269,BYATARAYANAPURA,0,residential,3.5,0,981,"SCOOTER:630,MOTOR CYCLE:296,CAR:32,PASSENGER AUTO:11,MOPED:6,GOODS AUTO:2,VAN:2,LGV:1,MAXI-CAB:1",86.398733045805,4.126802998888706e-05,138.0,0.391304347826087,12:00-14:00,25.738,RESPONSIVE,Targeted short-term patrol during peak window
C_747,13.18396608181818,77.68786651818185,CHIKKAJALA,0,residential,3.5,0,22,"CAR:13,MAXI-CAB:9",84.62444835333038,0.0004657463536303624,6.0,0.21739130434782608,04:00-06:00,15.4059,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_719,13.033636827272726,77.62435099545453,K.G. HALLI,0,residential,3.5,0,22,"CAR:17,LGV:2,MAXI-CAB:2,PRIVATE BUS:1",84.22433275827919,7.385542523063466e-05,9.5,0.17391304347826086,03:00-05:00,7.1956,SEASONAL,"Review geography first; if confirmed, apply: Weekend/day-specific patrol during predicted peak window"
C_184,12.893197540356082,77.63705643204747,HULIMAVU,0,residential,3.5,0,337,"CAR:219,SCOOTER:27,PASSENGER AUTO:23,LGV:17,GOODS AUTO:12,MAXI-CAB:11,LORRY/GOODS VEHICLE:9,SCHOOL VEHICLE:9,MOTOR CYCLE:5,OTHERS:3,PRIVATE BUS:1,TANKER:1",83.40133655353465,0.0017098546178367425,97.5,1.0,02:00-04:00,77.3063,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_769,12.960412645000002,77.5799239,CITY MARKET,0,residential,3.5,0,40,"PASSENGER AUTO:23,LGV:6,GOODS AUTO:6,SCOOTER:3,LORRY/GOODS VEHICLE:1,MOTOR CYCLE:1",83.188832499874,0.0013677724921172174,17.5,0.2608695652173913,02:00-04:00,37.7306,RESPONSIVE,Targeted short-term patrol during peak window
C_711,13.035756688888888,77.73525302222222,K.R. PURA,0,residential,3.5,0,18,"CAR:9,MOTOR CYCLE:3,SCOOTER:2,LGV:2,TANKER:1,HGV:1",83.06711402788744,0.0,3.5,0.34782608695652173,11:00-13:00,0.369,RESPONSIVE,"Review geography first; if confirmed, apply: Targeted short-term patrol during peak window"
C_189,13.027951269139464,77.57376551706231,SADASHIVANAGAR,0,tertiary,4.0,0,674,"CAR:496,SCOOTER:107,MOTOR CYCLE:37,JEEP:11,LGV:9,MAXI-CAB:8,PASSENGER AUTO:4,MOPED:1,OTHERS:1",82.95550989268693,0.04785925973806261,97.0,0.9565217391304348,11:00-13:00,97.1402,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_357,13.184399843749999,77.687556503125,CHIKKAJALA,0,residential,3.5,0,32,CAR:32,82.77109263946801,0.0004657463536303624,6.0,0.17391304347826086,03:00-05:00,14.2066,RESPONSIVE,Targeted short-term patrol during peak window
C_271,12.964449374141877,77.5551785729977,MAGADI ROAD,0,residential,3.5,0,437,"SCOOTER:118,PASSENGER AUTO:111,CAR:90,GOODS AUTO:34,MOTOR CYCLE:34,LGV:22,MAXI-CAB:12,VAN:4,OTHERS:3,JEEP:3,MINI LORRY:2,TEMPO:2,TRACTOR:1,MOPED:1",81.68065319854139,0.00011362393822346037,51.0,0.9130434782608695,02:00-04:00,36.1624,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
C_563,12.88423948,77.64148727222222,HULIMAVU,0,tertiary,4.0,0,90,"LORRY/GOODS VEHICLE:38,LGV:23,CAR:12,FACTORY BUS:7,SCOOTER:3,MOTOR CYCLE:2,HGV:2,GOODS AUTO:1,MAXI-CAB:1,PASSENGER AUTO:1",81.5044040931261,0.12021483241375593,21.0,0.6956521739130435,03:00-05:00,94.9262,RESPONSIVE,Targeted short-term patrol during peak window
C_168,12.950631467529393,77.6997890396515,HAL OLD AIRPORT,0,tertiary,6.0,1,1186,"CAR:496,BUS (BMTC/KSRTC):189,PRIVATE BUS:117,MOTOR CYCLE:104,SCOOTER:82,FACTORY BUS:49,TEMPO:45,TOURIST BUS:32,PASSENGER AUTO:20,MAXI-CAB:19,LGV:7,MOPED:7,GOODS AUTO:5,JEEP:4,OTHERS:3,VAN:2,MINI LORRY:2,HGV:2,SCHOOL VEHICLE:1",81.10131111241479,0.054924099056024696,146.0,0.9130434782608695,03:00-05:00,97.6937,STRUCTURAL,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review"
