cluster_id,centroid_lat,centroid_lng,violation_count,unique_vehicle_types,dominant_vehicle_type,vehicle_mix,police_station_mode,location_mode,junction_name_mode,junction_flag_rate,has_junction_name_rate,first_seen_ist,last_seen_ist,active_days,active_weeks,peak_hour_basic,peak_day_basic,h3_cells_count,cluster_quality,needs_manual_review,peak_hour,peak_hour_count,peak_hour_share,top_3_hours,peak_day_name,peak_day_type,weekday_peak_hour,weekend_peak_hour,recommended_patrol_window,secondary_patrol_window,temporal_concentration_score,temporal_confidence,m3_notes,assigned_station,station_assignment_method,station_assignment_confidence,station_cluster_rank,station_violation_rank,station_priority_band,is_top_station_hotspot,station_total_clusters,station_total_violations,station_needs_review_clusters,station_good_clusters,station_medium_clusters,cluster_violation_share_within_station,jurisdiction_notes,observation_span_days,recurrence_rate_days,week_coverage_rate,avg_violations_per_active_day,max_daily_violations,top_day_share,weekend_share,weekday_share,hotspot_type,needs_review_flag,deployment_readiness,review_reason,primary_behavior_signal,behavior_signal_strength,recommended_action,classification_confidence,m4_reason,m4_notes,handoff_ready,handoff_warning,prakhar_feature_version,downstream_join_key
C_142,12.993668677017116,77.66265448594132,818,8,SCOOTER,"SCOOTER:408,MOTOR CYCLE:227,PASSENGER AUTO:65,CAR:59,MAXI-CAB:30,MOPED:23,LGV:4,GOODS AUTO:2",BANASWADI,"Old Madras Road, Gopalan Signature Mall, Nagavara Palya, CV Raman Nagar, Bengaluru, Karnataka. Pin-560093 (India)",No Junction,0.0,0.0,2023-11-11 09:01:46+05:30,2024-04-07 14:25:46+05:30,90,20,14,Monday,3,good,0,14,179,0.2188,"[14, 12, 11]",Monday,WEEKDAY,14.0,14.0,14:00-16:00,12:00-14:00,0.4841,HIGH,clean,BANASWADI,police_station_mode,HIGH,1,1,LOW,1,16,1530,8,3,13,0.5346,dominates station (53% of station violations),149,0.604,0.8696,9.09,52,0.0636,0.3056,0.6944,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=90, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_142
C_219,12.928574698648648,77.58072796670761,814,11,SCOOTER,"SCOOTER:461,CAR:190,MOTOR CYCLE:119,MOPED:19,PASSENGER AUTO:13,VAN:3,JEEP:2,LGV:2,MAXI-CAB:2,BUS (BMTC/KSRTC):2,OTHERS:1",JAYANAGARA,"5th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)","BTP189 - New Diagonal Road, Jayanagar",0.0,1.0,2023-11-11 13:26:46+05:30,2024-04-06 06:16:46+05:30,72,22,8,Wednesday,3,good,1,8,178,0.2187,"[8, 9, 4]",Wednesday,WEEKDAY,8.0,5.0,08:00-10:00,09:00-11:00,0.4877,HIGH,clean,JAYANAGARA,police_station_mode,MEDIUM,1,1,MEDIUM,1,34,3074,15,6,28,0.2648,cluster flagged for review,148,0.4865,0.9565,11.31,67,0.0823,0.242,0.758,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=72, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_219
C_150,12.988088243112133,77.53758034494687,792,10,CAR,"CAR:353,SCOOTER:298,MOTOR CYCLE:108,PASSENGER AUTO:8,LGV:8,JEEP:7,MAXI-CAB:4,GOODS AUTO:3,OTHERS:2,VAN:1",VIJAYANAGARA,"Dr Siddaiah Puranik Marg, Havanur Circle, Basaveshwara Nagar, Bengaluru, Karnataka. Pin-560079 (India)",BTP208 - Havanur Circle,0.0,1.0,2023-11-11 10:02:46+05:30,2024-04-08 06:14:46+05:30,90,23,10,Wednesday,4,good,1,10,189,0.2386,"[10, 11, 9]",Wednesday,WEEKDAY,10.0,10.0,10:00-12:00,11:00-13:00,0.4773,HIGH,clean,VIJAYANAGARA,police_station_mode,MEDIUM,4,4,CRITICAL,1,33,14536,21,16,17,0.0545,cluster flagged for review,150,0.6,1.0,8.8,36,0.0455,0.2803,0.7197,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=90, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_150
C_73,12.9705639141301,77.64647372129458,790,14,CAR,"CAR:582,SCOOTER:87,MOTOR CYCLE:41,PASSENGER AUTO:20,OTHERS:18,LGV:13,JEEP:9,MAXI-CAB:6,GOODS AUTO:4,MOPED:3,HGV:3,LORRY/GOODS VEHICLE:2,SCHOOL VEHICLE:1,TANKER:1",JEEVANBHEEMANAGAR,"Sir CV Raman Hospital Road, The Junction, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",No Junction,0.0139,0.0,2023-11-10 13:50:46+05:30,2024-04-08 10:53:46+05:30,107,23,13,Sunday,3,good,1,13,148,0.1873,"[13, 7, 10]",Sunday,MIXED,8.0,7.0,13:00-15:00,07:00-09:00,0.4709,HIGH,no strong weekday/weekend skew,JEEVANBHEEMANAGAR,police_station_mode,MEDIUM,2,2,HIGH,1,35,5678,16,11,24,0.1391,cluster flagged for review,151,0.7086,1.0,7.38,69,0.0873,0.5797,0.4203,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=107, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_73
C_155,12.91165698150134,77.6381054533512,746,6,SCOOTER,"SCOOTER:314,MOTOR CYCLE:270,CAR:158,JEEP:2,MOPED:1,LORRY/GOODS VEHICLE:1",HSR LAYOUT,"14th Main Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",No Junction,0.0,0.0,2023-11-11 10:38:46+05:30,2024-04-07 09:47:46+05:30,83,21,12,Saturday,1,good,1,12,128,0.1716,"[12, 10, 11]",Saturday,MIXED,12.0,10.0,12:00-14:00,10:00-12:00,0.4799,HIGH,no strong weekday/weekend skew,HSR LAYOUT,police_station_mode,MEDIUM,2,2,MEDIUM,1,34,4491,19,6,26,0.1661,cluster flagged for review,149,0.557,0.913,8.99,51,0.0684,0.3713,0.6287,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=83, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_155
C_130,12.968758195509782,77.53683143937472,723,10,SCOOTER,"SCOOTER:411,MOTOR CYCLE:223,CAR:64,PASSENGER AUTO:18,LGV:2,MOPED:1,FACTORY BUS:1,LORRY/GOODS VEHICLE:1,GOODS AUTO:1,MAXI-CAB:1",VIJAYANAGARA,"1st Main Road, Police Quarters, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)","BTP022 - Marenahalli Junction, Vijayanagar",0.0014,1.0,2023-11-11 07:36:46+05:30,2024-04-07 04:57:46+05:30,96,22,10,Saturday,2,good,1,10,118,0.1632,"[10, 11, 5]",Saturday,WEEKDAY,10.0,5.0,10:00-12:00,11:00-13:00,0.473,HIGH,clean,VIJAYANAGARA,police_station_mode,MEDIUM,5,5,CRITICAL,1,33,14536,21,16,17,0.0497,cluster flagged for review,149,0.6443,0.9565,7.53,55,0.0761,0.2849,0.7151,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=96, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_130
C_251,12.995691620168069,77.61368815784314,714,9,SCOOTER,"SCOOTER:490,MOTOR CYCLE:117,CAR:82,PASSENGER AUTO:13,MOPED:7,LGV:2,LORRY/GOODS VEHICLE:1,MAXI-CAB:1,JEEP:1",PULIKESHINAGAR(F.TOWN),"Coles Road, Silver Enclave, Frazer Town, Bengaluru, Karnataka. Pin-560005 (India)",No Junction,0.0,0.0,2023-11-12 13:15:46+05:30,2024-04-07 23:37:46+05:30,79,21,12,Saturday,1,good,1,12,195,0.2731,"[12, 13, 14]",Saturday,WEEKDAY,13.0,12.0,12:00-14:00,13:00-15:00,0.612,HIGH,clean,PULIKESHINAGAR(F.TOWN),police_station_mode,MEDIUM,1,1,MEDIUM,1,29,3110,13,8,21,0.2296,cluster flagged for review,148,0.5338,0.913,9.04,31,0.0434,0.3193,0.6807,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=79, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_251
C_325,12.99924996539548,77.56941672161017,708,9,CAR,"CAR:379,PASSENGER AUTO:226,SCOOTER:66,MOTOR CYCLE:23,VAN:5,OTHERS:3,LORRY/GOODS VEHICLE:2,GOODS AUTO:2,LGV:2",MALLESHWARAM,"Siddavanahalli Krishna Sharma Road, Parisara Organic Junction, Malleshwaram, Bengaluru, Karnataka. Pin-560003 (India)",No Junction,0.0,0.0,2023-11-14 06:09:46+05:30,2024-04-08 10:01:46+05:30,68,21,7,Sunday,2,good,1,7,157,0.2218,"[7, 6, 11]",Sunday,MIXED,11.0,6.0,07:00-09:00,06:00-08:00,0.565,HIGH,no strong weekday/weekend skew,MALLESHWARAM,police_station_mode,MEDIUM,5,5,CRITICAL,1,28,24086,21,9,19,0.0294,cluster flagged for review,147,0.4626,0.913,10.41,38,0.0537,0.3997,0.6003,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=68, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_325
C_66,12.98925057288379,77.5990731764706,697,12,SCOOTER,"SCOOTER:258,CAR:226,PASSENGER AUTO:112,MOTOR CYCLE:47,MAXI-CAB:29,LGV:8,GOODS AUTO:7,MOPED:3,JEEP:2,OTHERS:2,VAN:2,TOURIST BUS:1",SHIVAJINAGAR,"Queens Road, Rajiv Gandhi Colony, Shivaji Nagar, Bengaluru, Karnataka. Pin-560051 (India)",No Junction,0.0014,0.033,2023-11-10 12:39:46+05:30,2024-04-07 13:34:46+05:30,93,22,5,Thursday,3,good,1,5,113,0.1621,"[5, 4, 12]",Thursday,WEEKDAY,4.0,5.0,05:00-07:00,04:00-06:00,0.4075,HIGH,clean,SHIVAJINAGAR,police_station_mode,MEDIUM,4,4,CRITICAL,1,35,27458,21,9,24,0.0254,cluster flagged for review,150,0.62,0.9565,7.49,45,0.0646,0.2941,0.7059,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_66
C_292,12.912521357634246,77.63541447210487,684,7,MOTOR CYCLE,"MOTOR CYCLE:253,SCOOTER:227,CAR:100,MOPED:97,PASSENGER AUTO:3,LGV:3,MAXI-CAB:1",HSR LAYOUT,"17th Cross Road, The Metropolitan Cooperative Housing Society, Sector 4, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",No Junction,0.0,0.0,2023-11-13 14:36:46+05:30,2024-04-07 14:02:46+05:30,79,20,14,Sunday,3,good,0,14,193,0.2822,"[14, 13, 12]",Sunday,MIXED,14.0,14.0,14:00-16:00,13:00-15:00,0.6082,HIGH,no strong weekday/weekend skew,HSR LAYOUT,police_station_mode,HIGH,3,3,MEDIUM,1,34,4491,19,6,26,0.1523,clean,147,0.5374,0.8696,8.66,41,0.0599,0.3977,0.6023,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=79, active_weeks=20 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_292
C_189,13.027951269139464,77.57376551706231,674,9,CAR,"CAR:496,SCOOTER:107,MOTOR CYCLE:37,JEEP:11,LGV:9,MAXI-CAB:8,PASSENGER AUTO:4,MOPED:1,OTHERS:1",SADASHIVANAGAR,"80 Feet Road, Block 2, Armane Nagar, Bengaluru, Karnataka. Pin-560094 (India)",No Junction,0.0015,0.0,2023-11-12 02:24:46+05:30,2024-04-06 11:28:46+05:30,93,22,11,Wednesday,2,good,1,11,194,0.2878,"[11, 10, 3]",Wednesday,WEEKDAY,11.0,11.0,11:00-13:00,10:00-12:00,0.589,HIGH,clean,SADASHIVANAGAR,police_station_mode,MEDIUM,1,1,LOW,1,9,1101,4,2,7,0.6122,cluster flagged for review; dominates station (61% of station violations),147,0.6327,0.9565,7.25,45,0.0668,0.2641,0.7359,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=93, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_189
C_69,12.984736061852642,77.605169829999,671,10,SCOOTER,"SCOOTER:258,CAR:150,PASSENGER AUTO:125,MOTOR CYCLE:87,MAXI-CAB:20,LGV:14,GOODS AUTO:12,VAN:3,LORRY/GOODS VEHICLE:1,JEEP:1",SHIVAJINAGAR,"MPV Road, Chandni Chowk, Bengaluru, Karnataka. Pin-560051 (India)",BTP211 - Central Street Junction,0.0089,0.6095,2023-11-10 12:58:46+05:30,2024-04-08 04:23:46+05:30,102,23,3,Monday,2,good,1,3,114,0.1699,"[3, 10, 5]",Monday,MIXED,3.0,10.0,03:00-05:00,10:00-12:00,0.4143,HIGH,no strong weekday/weekend skew,SHIVAJINAGAR,police_station_mode,MEDIUM,5,5,CRITICAL,1,35,27458,21,9,24,0.0244,cluster flagged for review,151,0.6755,1.0,6.58,62,0.0924,0.3532,0.6468,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=102, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_69
C_261,13.097127252330827,77.59950379278196,665,13,SCOOTER,"SCOOTER:260,MOTOR CYCLE:111,CAR:102,PASSENGER AUTO:57,MAXI-CAB:45,LGV:41,VAN:20,OTHERS:6,GOODS AUTO:6,MOPED:5,JEEP:5,BUS (BMTC/KSRTC):5,PRIVATE BUS:2",YELAHANKA,"Jakkur Main Road, Raitarasanthe, Nehru Nagar, Bengaluru, Karnataka. Pin-560064 (India)",No Junction,0.0,0.0,2023-11-13 02:25:46+05:30,2024-04-08 10:19:46+05:30,72,22,2,Wednesday,3,good,1,2,298,0.4481,"[2, 1, 3]",Wednesday,WEEKDAY,2.0,2.0,02:00-04:00,01:00-03:00,0.8511,HIGH,clean,YELAHANKA,police_station_mode,MEDIUM,1,1,LOW,1,13,1499,5,4,9,0.4436,cluster flagged for review; dominates station (44% of station violations),148,0.4865,0.9565,9.24,52,0.0782,0.2165,0.7835,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=72, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_261
C_403,12.961816046788993,77.59903775152905,654,7,SCOOTER,"SCOOTER:347,MOTOR CYCLE:281,CAR:11,PASSENGER AUTO:9,MAXI-CAB:4,SCHOOL VEHICLE:1,JEEP:1",ASHOK NAGAR,"O Shaughnessy Road, Divyasree Chambers, Langford Garden, Richmond Town, Bengaluru, Karnataka. Pin-560025 (India)",BTP172 - Nanjappa Circle,0.0,1.0,2023-11-16 05:44:46+05:30,2024-04-04 04:39:46+05:30,41,17,4,Wednesday,3,good,0,4,190,0.2905,"[4, 5, 10]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,05:00-07:00,0.5734,HIGH,clean,ASHOK NAGAR,police_station_mode,HIGH,1,1,MEDIUM,1,24,2968,10,7,17,0.2204,clean,141,0.2908,0.7391,15.95,67,0.1024,0.185,0.815,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=41, active_weeks=17 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_403
C_143,12.925971273822437,77.67648901249316,647,13,CAR,"CAR:201,PASSENGER AUTO:178,MAXI-CAB:133,SCOOTER:55,MOTOR CYCLE:33,LGV:22,GOODS AUTO:7,TEMPO:5,HGV:5,TANKER:3,OTHERS:2,MOPED:2,SCHOOL VEHICLE:1",BELLANDUR,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",No Junction,0.0,0.0,2023-11-11 09:02:46+05:30,2024-04-07 08:33:46+05:30,88,22,4,Wednesday,3,good,1,4,107,0.1654,"[4, 9, 2]",Wednesday,WEEKDAY,4.0,4.0,04:00-06:00,09:00-11:00,0.3972,HIGH,clean,BELLANDUR,police_station_mode,MEDIUM,2,2,MEDIUM,1,33,3892,16,7,26,0.1662,cluster flagged for review,149,0.5906,0.9565,7.35,41,0.0634,0.1005,0.8995,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=88, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_143
C_136,12.972101267607313,77.53770944271348,622,11,SCOOTER,"SCOOTER:270,CAR:218,MOTOR CYCLE:76,PASSENGER AUTO:44,LGV:6,JEEP:3,VAN:1,TANKER:1,SCHOOL VEHICLE:1,TRACTOR:1,MAXI-CAB:1",VIJAYANAGARA,"17th Cross Road, MRCR Extension, Vijaya Nagar, Bengaluru, Karnataka. Pin-560040 (India)",BTP028 - Vijayanagar Bus Stand Junction,0.0016,1.0,2023-11-11 08:18:46+05:30,2024-04-05 06:18:46+05:30,99,22,10,Thursday,3,good,1,10,153,0.246,"[10, 3, 11]",Thursday,WEEKDAY,10.0,10.0,10:00-12:00,03:00-05:00,0.4711,HIGH,clean,VIJAYANAGARA,police_station_mode,MEDIUM,6,6,CRITICAL,1,33,14536,21,16,17,0.0428,cluster flagged for review,147,0.6735,0.9565,6.28,31,0.0498,0.2379,0.7621,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=99, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_136
C_129,12.971365226845993,77.71203499790565,613,16,CAR,"CAR:357,MAXI-CAB:108,MOTOR CYCLE:37,SCOOTER:35,PASSENGER AUTO:28,OTHERS:20,TEMPO:7,MOPED:7,LGV:4,GOODS AUTO:3,HGV:2,LORRY/GOODS VEHICLE:1,PRIVATE BUS:1,TANKER:1,JEEP:1,VAN:1",HAL OLD AIRPORT,"ITPL Main Road, SJR Brooklyn Apartment, Kundalhalli, Bengaluru, Karnataka. Pin-560037 (India)",No Junction,0.0049,0.0,2023-11-11 07:19:46+05:30,2024-04-08 04:19:46+05:30,85,23,3,Monday,2,good,1,3,138,0.2251,"[3, 2, 4]",Monday,WEEKDAY,3.0,3.0,03:00-05:00,02:00-04:00,0.4535,HIGH,clean,HAL OLD AIRPORT,police_station_mode,MEDIUM,8,8,CRITICAL,1,51,19446,22,17,32,0.0315,cluster flagged for review,150,0.5667,1.0,7.21,43,0.0701,0.2219,0.7781,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=85, active_weeks=23 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_129
C_296,12.93630522127484,77.69242717433798,610,15,MAXI-CAB,"MAXI-CAB:144,PASSENGER AUTO:126,MOTOR CYCLE:106,CAR:104,SCOOTER:101,LGV:8,TOURIST BUS:5,VAN:4,GOODS AUTO:3,TANKER:2,TEMPO:2,HGV:2,MINI LORRY:1,PRIVATE BUS:1,MOPED:1",HAL OLD AIRPORT,"Outer Ring Road, Rajiv Nagar, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",No Junction,0.0049,0.0,2023-11-14 02:26:46+05:30,2024-04-02 03:36:46+05:30,69,21,4,Wednesday,2,good,1,4,162,0.2656,"[4, 3, 5]",Wednesday,WEEKDAY,4.0,3.0,04:00-06:00,03:00-05:00,0.682,HIGH,clean,HAL OLD AIRPORT,police_station_mode,MEDIUM,9,9,CRITICAL,1,51,19446,22,17,32,0.0314,cluster flagged for review,141,0.4894,0.913,8.84,112,0.1836,0.0984,0.9016,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=69, active_weeks=21 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_296
C_211,12.938559360736098,77.69751334553406,580,17,SCOOTER,"SCOOTER:155,CAR:132,MOTOR CYCLE:94,PASSENGER AUTO:82,MAXI-CAB:46,LGV:32,GOODS AUTO:16,TEMPO:7,TANKER:3,LORRY/GOODS VEHICLE:3,JEEP:2,OTHERS:2,TOURIST BUS:2,VAN:1,MINI LORRY:1,PRIVATE BUS:1,HGV:1",HAL OLD AIRPORT,"Panathur Main Road, Darshan Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",No Junction,0.0052,0.0,2023-11-12 06:16:46+05:30,2024-04-05 06:50:46+05:30,103,22,9,Tuesday,2,good,1,9,68,0.1172,"[9, 11, 8]",Tuesday,WEEKDAY,9.0,5.0,09:00-11:00,11:00-13:00,0.3483,HIGH,clean,HAL OLD AIRPORT,police_station_mode,MEDIUM,10,10,CRITICAL,1,51,19446,22,17,32,0.0298,cluster flagged for review,146,0.7055,0.9565,5.63,30,0.0517,0.2293,0.7707,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=103, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_211
C_182,12.899603366377004,77.67545758401546,574,14,CAR,"CAR:252,SCOOTER:145,MOTOR CYCLE:91,PASSENGER AUTO:61,LGV:9,TEMPO:4,MAXI-CAB:3,MOPED:2,GOODS AUTO:2,JEEP:1,VAN:1,SCHOOL VEHICLE:1,HGV:1,OTHERS:1",BELLANDUR,"Amrutha College Road, Azalea, Owners Court Layout, Kasavanahalli, Bengaluru, Karnataka. Pin-560035 (India)",No Junction,0.0,0.0,2023-11-12 00:50:46+05:30,2024-04-07 11:10:46+05:30,79,22,11,Sunday,2,good,1,11,82,0.1429,"[11, 10, 12]",Sunday,MIXED,11.0,4.0,11:00-13:00,10:00-12:00,0.3798,HIGH,no strong weekday/weekend skew,BELLANDUR,police_station_mode,MEDIUM,3,3,MEDIUM,1,33,3892,16,7,26,0.1475,cluster flagged for review,148,0.5338,0.9565,7.27,42,0.0732,0.4181,0.5819,STRUCTURAL,1,REVIEW_FIRST,Phase 2 manual review flag; verify geography before deployment,recurrent_across_weeks,HIGH,"Review geography first; if confirmed, apply: Recurring patrol + towing support + signage/infra review",HIGH,"active_days=79, active_weeks=22 [rule A: >=30 days AND >=8 weeks]",deployment gated: Phase 2 manual review flag; verify geography before deployment,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_182
C_446,12.932364232574432,77.63174954640981,571,9,CAR,"CAR:262,SCOOTER:165,MOTOR CYCLE:132,MOPED:3,JEEP:3,PASSENGER AUTO:2,MAXI-CAB:2,OTHERS:1,GOODS AUTO:1",ADUGODI,"Srinivagilu Main Road, ST Bed Layout Extension, Block 4, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",No Junction,0.0,0.0,2023-11-18 02:38:46+05:30,2024-04-07 12:37:46+05:30,31,15,2,Saturday,3,good,0,2,119,0.2084,"[2, 3, 11]",Saturday,MIXED,10.0,3.0,02:00-04:00,03:00-05:00,0.5271,HIGH,no strong weekday/weekend skew,ADUGODI,police_station_mode,HIGH,2,2,LOW,1,23,2384,13,2,21,0.2395,clean,142,0.2183,0.6522,18.42,68,0.1191,0.5026,0.4974,STRUCTURAL,0,READY,No review required,recurrent_across_weeks,HIGH,Recurring patrol + towing support + signage/infra review,HIGH,"active_days=31, active_weeks=15 [rule A: >=30 days AND >=8 weeks]",clean,True,OK,PRAKHAR_PHASE2_MERGE_V1,C_446
